,teks,label,clean_text
119,Entar untuk presentasi nya jelasin nya bagaimana ya?,0,entar presentasi nya jelasin nya ya
120,Anyway yg divisi C cek grup yaa,0,anyway divisi c cek grup yaa
121,di coloumn sebelahnya ada namanya ya,0,coloumn belah nama ya
122,yang kebagiannya dospem nasional missal pak K ada kontaknya di atas yaaa,0,bagi dospem nasional missal k kontak yaaa
123,ges oke ga pembagiannya khususnya untuk yg bu A dan bu B karena yang pak C dan bu D itu udah menghubungi sebelumnya,0,ges oke ga bagi bu a bu bb c bu d hubung
124,berarti itu ga sesuai nama dospem yang di gsheet ya kaliannya?,0,ga sesuai nama dospem gsheet ya kalian
125,Bakar bakar sampah,0,bakar bakar sampah
126,Insyaallah mas isukan Bade kaditu,0,insyaallah mas isu bade kaditu
127,Ehh ya allah baru keliatan bisa langsung di loket nya tinggal bawa ktp aja nanti,0,ehh ya allah liat langsung loket nya tinggal bawa ktp
128,Sip atuh hampura urg kara rek balik,0,sip atuh hampura urg kara rek
129,Jika membutuhkan panduan format proposal KP dsb ada di link,0,butuh pandu format proposal kp dsb link
130,Assalamualaikum warahmatullahi wabarakatuh pak selamat siang saya ijin bertanya pak apakah hari ini bapak sedang di kampus pak?,0,assalamualaikum warahmatullahi wabarakatuh selamat siang ijin kampus
131,definisi prestasi akademik cuma juara 12 dan 3. peserta tidak termasuk,0,definisi prestasi akademik juara serta
132,waalaikum salam ke prodi hanya kirim laporan yg kalian laporkan ke tempat mbkm magang mandirinya buat proposalnya dlu nanti akan dibahas oleh pembimbing,0,waalaikum salam prodi kirim lapor lapor mbkm magang mandiri proposal dlu bahas bimbing
133,wa call amak n bp tp no answer kenapa???,0,wa telepon amak n bp nomor answer
134,Assalamualaikum kak kak bisa ngisi ulang galon sekarang?,0,assalamualaikum kak kak isi ulang galon
135,Pagi Ka saya dari Depot Malik H2O hari ini depot sudah  buka seperti biasa dan pesanan air sudah bisa dianter mks,0,pagi ka depot malik ho depot buka pesan air anter terimakasih
136,Lain jul Teu gableg duit ayena Moal daek nyaleg matak eedanan ngudag warisan,0,jul gableg duit ayena moal daek nyaleg matak eedanan ngudag waris
137,Enya kitu nyaleg Ada engga bahela basa cair duit proyek nyaleg mah ngan teu menang belegug,0,enya kitu nyaleg engga bahela basa cair duit proyek nyaleg mah ngan menang belegug
138,ai maneh ngarti jieun laporanna ku maneh kongkalikong sama yang lain jangan di masukin,0,ai maneh erti jieun laporanna ku maneh kongkalikong masukin
139,Terus untuk si mah ti mimiti ti bulan Agustus Logbook na,0,si mah ti mimiti ti agustus logbook na
140,Apa kita nanya ke dia kali ya mungkin dia paham bikin projek Computer vision,0,kali ya paham bikin projek computer vision
141,Bab 1 udah selesai mad kata pengantar aku udah tambahin terus bab 2 udah bab 3 baru latar belakang proyek akhir. Untuk bab 3 yang lainnya dan bab 4 penutup itu nanti pas terakhiran aja,0,bab selesai mad antar tambahin bab bab latar proyek bab bab tutup pas akhir
142,Mad ini aku di perjalanan pulang nanti kalo udah sampai di kosan aku langsung kerjain laporannya,0,mad jalan pulang kalo kosan langsung kerjain lapor
143,Nah boleh kaya ke coach Elly terus pihak orbit pihak msib terus jangan lupa pihak kampus sih menurut aku mah,0,kaya coach elly orbit msib lupa kampus sih mah
144,Atau cara manual bang ttd dulu di HVS kosong nanti tempeling dulu ke word langsung copy paste ke link Google docs,0,manual bang tanda tangan hvs kosong tempeling word langsung copy paste link google docs
145,Aku mah pertama ke draw nah itu ada kaya berbentuk spidol gitu,0,mah draw kaya bentuk spidol gitu
146,Atau cara manual bang ttd dulu di HVS kosong nanti tempeling dulu ke word langsung copy paste ke link Google docs,0,manual bang tanda tangan hvs kosong tempeling word langsung copy paste link google docs
147,Kalo abstrak mending nanti setelah semua selesai kata aku mah kata pengantar dulu aja Giman?,0,kalo abstrak mending selesai mah antar gim
148,Tuliskan rasa terimakasih kepada siapa saja yang terkait dengan MSIB ini,0,tulis terimakasih kait msib
149,Mad ane dapet refrensi untuk laporan akhir yang udah jadi,0,mad dapet refrensi lapor
